stage,target,model,fold_count,cv_train_mae_mean,cv_train_mae_std,cv_train_rmse_mean,cv_train_rmse_std,cv_train_r2_mean,cv_train_r2_std,cv_train_median_absolute_error_mean,cv_train_median_absolute_error_std,cv_train_normalized_rmse_mean,cv_train_normalized_rmse_std,cv_validation_mae_mean,cv_validation_mae_std,cv_validation_rmse_mean,cv_validation_rmse_std,cv_validation_r2_mean,cv_validation_r2_std,cv_validation_median_absolute_error_mean,cv_validation_median_absolute_error_std,cv_validation_normalized_rmse_mean,cv_validation_normalized_rmse_std,convergence_warnings,convergence_reached,n_iter,dataset_hash,split_hash,model_config_hash,model_registry_version
kfold,density,poisson_regressor,5,0.2109671991623693,0.000789036711491,0.278076140746517,0.0013092742585684,0.8103847742041964,0.0007057823996639,0.1683198081026335,0.0011157563714626,0.4354252882254085,0.0008102345471964,0.23164857599338,0.0040806366890201,0.3081546519923267,0.0065684305232626,0.7670165629337449,0.0049140962424274,0.1831168622980892,0.0049693759807439,0.4825600512609239,0.0120918843941455,,True,53 | 58 | 66 | 56 | 59,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,076ef5e7242e18d0f7a7d4449c026246529209c91b8d5093c5220506b0a13f9a,2026-08-04-poisson-nystroem-v1
kfold,density,svr_rbf,5,0.0981261519404455,0.0004894243496757,0.1242755953366759,0.0008560537452066,0.9621270949541202,0.0004291929151573,0.0994400672575606,0.0001022662460258,0.1945971029302744,0.0011033707707539,0.2209923157690936,0.0087296042050663,0.3159312415459488,0.01364295573438,0.7550742598200364,0.0147383776184575,0.1551286032641383,0.0074770709040437,0.4947680092300897,0.0231988945675114,Solver terminated early (max_iter=20000).  Consider pre-processing your data with StandardScaler or MinMaxScaler.,False,20000 | 20000 | 20000 | 20000 | 20000,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,fef5a575a49136c346144322849d5164f18dc282c01323745057e0f500d3dfb8,2026-08-04-poisson-nystroem-v1
kfold,density,nu_svr,5,0.0767563040804333,0.0025361041663922,0.1156594742499986,0.0029560283295978,0.967184579551096,0.0015641216510696,0.0593127119636506,0.0010915239105594,0.1811000321271242,0.0043041833751758,0.220559326545906,0.0075657902923968,0.3161219758130819,0.0130468176914517,0.7547966098292495,0.0136807659571465,0.1531620404870993,0.0047439774032255,0.4950650232090889,0.0222878136971609,Solver terminated early (max_iter=20000).  Consider pre-processing your data with StandardScaler or MinMaxScaler.,False,20000 | 20000 | 20000 | 20000 | 20000,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,c6446a91abc8f7c83f6abdc1f3507eccac19d5482e31328c7eb8dbd1c7fd7d1b,2026-08-04-poisson-nystroem-v1
kfold,density,nystroem_ridge,5,0.271842285006078,0.0034555683061327,0.3840038666596682,0.0042356683404284,0.6383918320102312,0.0066352452960436,0.1945401793138739,0.0029442551227192,0.6012875212802389,0.0055069068948375,0.2799648019223686,0.0086444205942655,0.3925463395320064,0.0167033457084852,0.621869485068933,0.0226246039151716,0.2021268030023639,0.0092845942989332,0.6147497027894848,0.0283572850051274,,True,[19] | [19] | [20] | [19] | [19],45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,1eb2df7844e678d1163792927e9f61183e5ba173eeb1813d2102406875f4f797,2026-08-04-poisson-nystroem-v1
kfold,density,pls_regression,5,0.1943859492281923,0.0007399078149152,0.2589523862794513,0.001313041619722,0.8355661297237786,0.0012070721285361,0.1503755074701402,0.0005889834490139,0.4054814128542163,0.001486306879403,0.223111778437657,0.0044280265672306,0.300840604471969,0.006385520541189,0.7778994708454505,0.00687341863497,0.171768660056712,0.0065163978656487,0.4711006707626591,0.0114763636847539,,True,"[1, 1, 1, 1, 1, 1, 1, 1] | [1, 1, 1, 1, 1, 1, 1, 1] | [1, 1, 1, 1, 1, 1, 1, 1] | [1, 1, 1, 1, 1, 1, 1, 1] | [1, 1, 1, 1, 1, 1, 1, 1]",45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,13da119d7cd14eaa945d84a0b4aba89e3c99fe4c3bd5eca07e6c9ddfb660964c,2026-08-04-poisson-nystroem-v1
kfold,density,mlp_regressor,5,0.0795350808991853,0.015125137571015,0.1449635558353572,0.0166910368349211,0.9478714687988627,0.012399549969637,0.0421670634159788,0.0104995856744496,0.2270481147118472,0.0267469311678281,0.2437303021826908,0.017589969906086,0.3433119188833645,0.0272108780195262,0.7103526141960226,0.037462568258152,0.1733607236402434,0.0115203363785061,0.5377151114890848,0.0448336887665156,,True,32 | 53 | 94 | 69 | 199,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,848a8e53918c3d7f3a51170a53aa12552532ee8dec773b27dfaf373a1e666567,2026-08-04-poisson-nystroem-v1
kfold,density,decision_tree,5,0.1098531233436866,0.003456530241861,0.1796305452502552,0.0071360744186979,0.920792875377184,0.006004714174797,0.0571140597290811,0.0005994134051848,0.2812610355848802,0.0106771316189552,0.2643845741874412,0.0050805236264688,0.3807706153910117,0.0084087254328382,0.6441415039505524,0.013649208881801,0.1817422746317935,0.0026111953898537,0.5962614967582682,0.0146459075011074,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,364705d7858ccdea68af74cce393f3cc6c761ddbb43051cc5b8a688574502e7c,2026-08-04-poisson-nystroem-v1
kfold,density,extra_tree,5,0.1276355924965045,0.0087587913902464,0.196170012062548,0.0109655137922685,0.9054266768721412,0.0101907870115861,0.0762874725947947,0.0078424452599371,0.3071503140223455,0.0166685463807175,0.2586623853967581,0.0054945847656235,0.3733403648788812,0.0091229941780567,0.6579619657030147,0.0116955057910292,0.1758679023019142,0.0041387777726005,0.5846364219177804,0.0161323420180747,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,e55ec12c255f91cbcee97defed587745ddc0becff6ff999843d50608b57bb666,2026-08-04-poisson-nystroem-v1
kfold,density,random_forest,5,0.0899674319742176,0.0001615685065295,0.1353195456649346,0.0006439621450482,0.9550943605921351,0.000651661916968,0.0591948117367338,0.000338277252254,0.211894134313861,0.0015381254160277,0.196996490163928,0.0058830622270946,0.2821909163148099,0.0090322497348177,0.8045866941342688,0.0087635559869416,0.1365180727757426,0.0053332324660594,0.441909213714119,0.0156007298234905,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,389fc0a340c1964993165d042b1749513aa3ef351bbaaf8c8a3dc5dd9dec837b,2026-08-04-poisson-nystroem-v1
kfold,density,extra_trees,5,0.0425686259539608,0.0002607448063709,0.0766159901061802,0.0012202944302953,0.985600045928701,0.0005594144992957,0.0198125799973332,0.0001761896644507,0.1199756854790629,0.0023201919549335,0.1905613062770083,0.005325906629058,0.2784804103599486,0.0089891834688601,0.8096945753230248,0.0085279817520199,0.1281601261299717,0.004343316234478,0.4360991127374649,0.0154984448792758,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,857f3d5d3a5d8b452655ae1db5ce832b073483ad4fb1671790f8010347cf6752,2026-08-04-poisson-nystroem-v1
kfold,density,gradient_boosting,5,0.2437868778359274,0.0018273724257027,0.3215274529246485,0.0023799614330139,0.7464943189901896,0.0026936784149934,0.1912663215555784,0.00146994381806,0.5034618703090196,0.0026763514338228,0.2527152936640212,0.0040346822510674,0.3387456458344727,0.0101052162318688,0.7184614646816334,0.0102173079651333,0.1957638633499701,0.003924643404912,0.530475818858289,0.0177566097544765,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,ba2c142849e1cf074b77732a49987a9d247463cb8f2224de287e8cc1a5f97171,2026-08-04-poisson-nystroem-v1
kfold,density,hist_gradient_boosting,5,0.1709968648118239,0.0007634310020667,0.2307898942627061,0.0014067947090388,0.8693851078166404,0.0014338834216583,0.1308022750210767,0.001386230659247,0.3613838603519342,0.0019849946997798,0.2016099837629752,0.0033705495303844,0.2770167544447997,0.0066900128474679,0.8117350600109043,0.0043217807271141,0.1526831509463847,0.0020652832415483,0.4338037239828312,0.01214476307911,,True,150 | 150 | 150 | 150 | 150,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,8f7253d865bfcdc197513116f97743d778d9acaeec5862614d7595a21ce8c6af,2026-08-04-poisson-nystroem-v1
kfold,density,adaboost,5,0.3404982491658503,0.0074962527042529,0.4387621411693826,0.0078266781831448,0.5278688015789073,0.0144604734509731,0.2800460243705447,0.0066237269549798,0.6870175780712577,0.0105738278945561,0.34261426865891,0.0070275354931552,0.4434109443663546,0.0101626074001372,0.517336006805216,0.0217053735666453,0.2801823471689234,0.0094690212171053,0.694344170267366,0.0171796409817625,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,aa1ae57038381f682701e58b946d334f6e5012e4dc5a098e53d61d158f15ac2c,2026-08-04-poisson-nystroem-v1
kfold,density,bagging,5,0.1974768035520156,0.0014115959632716,0.2760644743463766,0.0023629623366566,0.8131011543948936,0.0034775751710576,0.1402583647735877,0.0010177660628319,0.4322808216030415,0.0040152087896664,0.2374469743772504,0.006989548391218,0.330531248016682,0.0135433719126999,0.7318803331522736,0.0159792385725517,0.1743944918236518,0.0025734198685791,0.5176239651951543,0.0230018146838654,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,3017127aa12ab38be3c104c89fad7bf83ec2c761f10f697f0a450e98821b5477,2026-08-04-poisson-nystroem-v1
kfold,density,voting_regressor,5,0.1495234480680036,0.0008309465738034,0.1990939649090509,0.0010852305919368,0.9028001170940928,0.0006931972597338,0.1156541901421698,0.0003858581453372,0.3117513240219238,0.0011119366993102,0.20240923798103,0.0043631870335885,0.2798832232599682,0.0076609573751166,0.8076977916139905,0.0094667439194315,0.1499234673243012,0.0030952543758848,0.4382795986535191,0.012985345215137,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,603df8ce012847e429e97e9accc5c97f23e8704c7e120e19e01d4c575dc8cd80,2026-08-04-poisson-nystroem-v1
kfold,density,stacking_regressor,5,0.141927951625086,0.0033175380707052,0.175110123005144,0.0045428227110031,0.9247674392556128,0.003878557189142,0.1219304792346291,0.003972767544949,0.2741977729820252,0.0071061247727134,0.2330036868103594,0.0049547471872507,0.3054735607495444,0.0064624244499255,0.770909329117673,0.0102726274431415,0.1939619308488679,0.0053135095498801,0.4783431878018481,0.0109544963894007,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,1329097532be6c67f3647cdb6ce5be4f5815714064dfd59f21ec97f90db2c6b0,2026-08-04-poisson-nystroem-v1
kfold,density,xgb_regressor,5,0.163396680819026,0.0010958478117579,0.2143055934062791,0.0012809719299663,0.8873770285702582,0.0012510138685273,0.1277800805803162,0.0013707005082604,0.3355720692933666,0.0018588744949531,0.205618693061046,0.0027663434012811,0.279202962111685,0.0062118060019614,0.8086950033471915,0.0062987377924104,0.1563911625510849,0.0016193569546618,0.4372175268269498,0.0110563933603817,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,72d82ff87f0e09171a8220d06b59062124d9b75d7f10c0034291bbd6a6be4848,2026-08-04-poisson-nystroem-v1
kfold,density,lgbm_regressor,5,0.1509037478753765,0.0009323907058358,0.2051339277794991,0.0014663006287771,0.8968133257713898,0.0009672573503224,0.1139270177704428,0.0007991011892968,0.3212074663144241,0.0015065603596235,0.1941610031767819,0.0027845757855537,0.2683511168399626,0.0061945499828938,0.8233229460786882,0.0040277915737102,0.1447948903026122,0.0037379530161065,0.4202313775843841,0.0112732404576309,,True,250 | 250 | 250 | 250 | 250,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,46929a10c909e5775e3ee3ac6ee4a4e5f9b910aeb26e1bdd31b770f7ed1a9fdf,2026-08-04-poisson-nystroem-v1
kfold,density,catboost_regressor,5,0.2240534139246193,0.0012933286740661,0.2947259421794958,0.001638892665149,0.7869925237919962,0.0021605342886527,0.177231503951474,0.0014591505094778,0.4614988449054104,0.0023359605680739,0.2347222047155204,0.0058773930576853,0.3142399943029461,0.0104409373863215,0.7576849761343134,0.0111447779580625,0.1830340969500129,0.0028476062112683,0.4921005226313981,0.018014501510791,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,43e5cb9bd749a21ca08863e3ec840e4155f1977cde25c5d9efff408de952f176,2026-08-04-poisson-nystroem-v1
kfold,pld,linear_regression,5,1.0022936518716068,0.0072802861128376,1.491625774042998,0.0214781944055305,0.816337875405927,0.0050208135777565,0.6777728612867431,0.0084970316739695,0.428504117438647,0.0058565946495985,1.3202679473366987,0.0624778599433652,2.179926431325228,0.3535395449957479,0.6003341988839193,0.1238452952918838,0.8371895516404114,0.0262214316694325,0.626544090199817,0.1041470501627561,,True,nan | nan | nan | nan | nan,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,45e6f5a8a432c5a8cf2ce9d58dc694b063be2e08fb9b528c7895fcee0c21e9fa,2026-08-04-poisson-nystroem-v1
kfold,pld,ridge,5,1.0040336348814345,0.0077124789827465,1.4936982542272876,0.0212926764629203,0.81582678669816,0.0050255821260018,0.6805996790022781,0.0085006048568721,0.4291000491881383,0.0058525962094447,1.2774187195952629,0.033408774192491,1.9990446502833985,0.2068075835224145,0.6666747634146291,0.0665774596718928,0.8341226951833821,0.0252536117772879,0.5744161287192577,0.061265188773163,,True,[174] | [205] | [169] | [204] | [196],45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,17f8adf506e53a71edf2ddbb043946ba53461b54b4d9532c6d3cd58d1a14654c,2026-08-04-poisson-nystroem-v1
kfold,pld,lasso,5,1.010932506139398,0.0072253846128376,1.5053450068679202,0.0205356239827167,0.8129463143191098,0.0048535857962892,0.6765284335044964,0.0092771513302723,0.4324457002689844,0.0056065476789066,1.2110507157317518,0.0167076521929076,1.8017841545504545,0.0780592377736013,0.7309912874177307,0.0208036304527186,0.8080023688185728,0.0189211866945233,0.5177350062068417,0.0258557260806394,"Objective did not converge. You might want to increase the number of iterations, check the scale of the features or consider increasing regularisation. Duality gap: 2.703e+01, tolerance: 1.197e+01 | Objective did not converge. You might want to increase the number of iterations, check the scale of the features or consider increasing regularisation. Duality gap: 3.602e+01, tolerance: 1.196e+01",False,3000 | 3000 | 1371 | 2706 | 2715,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,bb66d72029d4bc28e26575fa5c13468e9ef4ea776a441d8def4424880ce4ebdc,2026-08-04-poisson-nystroem-v1
kfold,pld,elastic_net,5,1.0082458213525138,0.007383725119244,1.50082286209814,0.0206619943610898,0.8140689202560083,0.0048258381692393,0.6780303885137081,0.0078902507713546,0.4311460526976446,0.0055925452296921,1.225405562525161,0.0185333016751089,1.824445007740584,0.0779832185464011,0.7240858215792915,0.022619796978062,0.8180856418047485,0.0229405747458799,0.5242336708393573,0.0255824695427541,"Objective did not converge. You might want to increase the number of iterations, check the scale of the features or consider increasing regularisation. Duality gap: 2.037e+01, tolerance: 1.191e+01 | Objective did not converge. You might want to increase the number of iterations, check the scale of the features or consider increasing regularisation. Duality gap: 2.116e+01, tolerance: 1.161e+01 | Objective did not converge. You might want to increase the number of iterations, check the scale of the features or consider increasing regularisation. Duality gap: 2.292e+01, tolerance: 1.142e+01 | Objective did not converge. You might want to increase the number of iterations, check the scale of the features or consider increasing regularisation. Duality gap: 5.418e+01, tolerance: 1.196e+01 | Objective did not converge. You might want to increase the number of iterations, check the scale of the features or consider increasing regularisation. Duality gap: 8.220e+01, tolerance: 1.197e+01",False,3000 | 3000 | 3000 | 3000 | 3000,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,3b36992caf47513a7416471036cb653a59932a9794713b7c1140780cf4b46529,2026-08-04-poisson-nystroem-v1
kfold,pld,bayesian_ridge,5,1.031434428288854,0.006134925140201,1.5375030210807008,0.0196538590181636,0.8048743133602672,0.0046189014862797,0.6906882789314391,0.0046923390783423,0.4416828940296612,0.0052227305644566,1.1977611664245742,0.0160861464138786,1.7626810916155589,0.0834308991218573,0.7425546675835945,0.0208563601207742,0.8026314044872855,0.0172396467449061,0.5065084758700995,0.0273102668483643,,True,9 | 9 | 9 | 9 | 9,45b1899ee22d8e2d4eee9779866a4c63447b7b426e77b2f721dbf945e57bb558,d6d1e61558aa5e6db72225c09d1f5fce9461c417327c815d1b671940b496de48,907cce3461e6a7a4b2039f5d3c2414495244fc5d05ae8956c20cdfa7f1b343da,2026-08-04-poisson-nystroem-v1
